"filename", "language", "PHP", "XML", "JavaScript", "CSS", "Less", "SCSS", "Batch", "Shell Script", "comment", "blank", "total"
"/var/www/html/sag/portal_proveedores/XML/xml_1047_9733.xml", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/var/www/html/sag/portal_proveedores/XML/xml_1073_4323.xml", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/var/www/html/sag/portal_proveedores/XML/xml_1073_4324.xml", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/var/www/html/sag/portal_proveedores/XML/xml_1079_1230.xml", "XML", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 27
"/var/www/html/sag/portal_proveedores/XML/xml_1079_15026.xml", "XML", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 28
"/var/www/html/sag/portal_proveedores/XML/xml_1079_15374.xml", "XML", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 27
"/var/www/html/sag/portal_proveedores/XML/xml_1079_17017.xml", "XML", 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 29
"/var/www/html/sag/portal_proveedores/XML/xml_1079_18931.xml", "XML", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 27
"/var/www/html/sag/portal_proveedores/XML/xml_1079_2630.xml", "XML", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
"/var/www/html/sag/portal_proveedores/XML/xml_1079_4808.xml", "XML", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 34
"/var/www/html/sag/portal_proveedores/XML/xml_1107_10112.xml", "XML", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 51
"/var/www/html/sag/portal_proveedores/XML/xml_1107_10367.xml", "XML", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 39
"/var/www/html/sag/portal_proveedores/XML/xml_1107_4871.xml", "XML", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 82
"/var/www/html/sag/portal_proveedores/XML/xml_1107_8424.xml", "XML", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 37
"/var/www/html/sag/portal_proveedores/XML/xml_1134_10648.xml", "XML", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 27
"/var/www/html/sag/portal_proveedores/XML/xml_1134_12848.xml", "XML", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 71
"/var/www/html/sag/portal_proveedores/XML/xml_1134_12850.xml", "XML", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 64
"/var/www/html/sag/portal_proveedores/XML/xml_1134_12851.xml", "XML", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 85
"/var/www/html/sag/portal_proveedores/XML/xml_1134_12852.xml", "XML", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 36
"/var/www/html/sag/portal_proveedores/XML/xml_1134_12933.xml", "XML", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 57
"/var/www/html/sag/portal_proveedores/XML/xml_1134_12934.xml", "XML", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 127
"/var/www/html/sag/portal_proveedores/XML/xml_1134_12935.xml", "XML", 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 134
"/var/www/html/sag/portal_proveedores/XML/xml_1134_12936.xml", "XML", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 29
"/var/www/html/sag/portal_proveedores/XML/xml_1134_13079.xml", "XML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 43
"/var/www/html/sag/portal_proveedores/XML/xml_1134_13083.xml", "XML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 43
"/var/www/html/sag/portal_proveedores/XML/xml_1134_13084.xml", "XML", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 169
"/var/www/html/sag/portal_proveedores/XML/xml_1134_13108.xml", "XML", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 78
"/var/www/html/sag/portal_proveedores/XML/xml_1134_14420.xml", "XML", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 50
"/var/www/html/sag/portal_proveedores/XML/xml_1134_14424.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_14425.xml", "XML", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 71
"/var/www/html/sag/portal_proveedores/XML/xml_1134_14518.xml", "XML", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 85
"/var/www/html/sag/portal_proveedores/XML/xml_1134_14519.xml", "XML", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 120
"/var/www/html/sag/portal_proveedores/XML/xml_1134_15378.xml", "XML", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/var/www/html/sag/portal_proveedores/XML/xml_1134_15379.xml", "XML", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/var/www/html/sag/portal_proveedores/XML/xml_1134_20835.xml", "XML", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 78
"/var/www/html/sag/portal_proveedores/XML/xml_1134_20837.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_2847.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_2849.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_3210.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_3511.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_3796.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_3797.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_3798.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/var/www/html/sag/portal_proveedores/XML/xml_1134_3873.xml", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
